,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
5748,2306080004,e_e002212,4,레즈고 스터디카페 양평점,2023-06-08,2023-06-09,경기 양평군 양평읍 관문길 26,경기 양평군 양평읍 양근리 161-7,127.4933117,37.4921753,,,POI02000TR001508V,레즈고스터디카페 양평점,60.0,24,N,8.0,12.0,4.0,3.0,5.0,
5764,2306030002,e_e002214,8,스파 아일랜드,2023-06-03,2023-06-04,경기 고양시 일산서구 중앙로 1371,경기 고양시 일산서구 주엽동 81,126.7654714,37.6671243,,,POI01000000F0OC8J,스파아일랜드,1260.0,24,N,1.0,11.0,5.0,5.0,5.0,
5776,2306030003,e_e002215,3,에버랜드 T 익스프레스와 아마존,2023-06-03,2023-06-03,경기 용인시 처인구 포곡읍 에버랜드로 199,,,,,,,,30.0,6,N,1.0,1.0,5.0,5.0,5.0,4146125000.0
5777,2306030004,e_e002215,5,Q 호텔,2023-06-03,2023-06-04,경기 용인시 처인구 포곡읍 전대로110번길 10-3,경기 용인시 처인구 포곡읍 전대리 355-15,127.2159624,37.2869777,,,POI01000000ALV0XJ,Q호텔,780.0,24,N,2.0,1.0,3.0,3.0,3.0,
5785,2306030004,e_e002220,4,노보텔 앰배서더 서울 용산,2023-06-03,2023-06-03,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,126.9632077,37.5317896,,,POI01000TR030313V,노보텔앰배서더 서울용산,240.0,24,N,2.0,1.0,5.0,5.0,5.0,
5787,2306030012,e_e002220,6,노보텔 앰배서더 서울 용산,2023-06-03,2023-06-04,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,126.9632077,37.5317896,,,POI01000TR030313V,노보텔앰배서더 서울용산,120.0,24,Y,2.0,1.0,4.0,4.0,4.0,3020012100.0
5800,2306040007,e_e002222,5,어반 이스트 호텔,2023-06-04,2023-06-04,경기 고양시 덕양구 고양대로 1725,경기 고양시 덕양구 원흥동 634,126.8739497,37.6481272,,,POI01000TR000036V,어반이스트호텔,30.0,24,N,8.0,1.0,3.0,3.0,2.0,
5802,2306040009,e_e002222,7,어반 이스트 호텔,2023-06-04,2023-06-05,경기 고양시 덕양구 고양대로 1725,경기 고양시 덕양구 원흥동 634,126.8739497,37.6481272,,,POI01000TR000036V,어반이스트호텔,300.0,24,N,8.0,1.0,3.0,3.0,2.0,
5822,2306050003,e_e002234,3,나인 트리 프리미어 호텔 서울 판교,2023-06-05,2023-06-05,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,127.0983333,37.4134031,,,POI01000000B6HVWL,고향카츠 판교테크노밸리점,1200.0,24,N,1.0,1.0,4.0,4.0,4.0,
5826,2306050007,e_e002234,7,나인 트리 프리미어 호텔 서울 판교,2023-06-05,2023-06-06,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,127.0983333,37.4134031,,,POI01000000B6HVWL,고향카츠 판교테크노밸리점,240.0,24,N,3.0,1.0,4.0,4.0,4.0,
5853,2306040012,e_e002236,12,왈츠 모텔,2023-06-04,2023-06-05,서울 강남구 강남대로112길 20,서울 강남구 논현동 201-5,127.0260668,37.5055138,,,POI02001TR022257V,왈츠모텔,60.0,24,N,8.0,2.0,4.0,4.0,4.0,
5874,2306030005,e_e002248,5,소피텔앰배서더,2023-06-03,2023-06-03,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,30.0,24,N,2.0,1.0,5.0,4.0,4.0,
5879,2306030010,e_e002248,10,소피텔앰배서더,2023-06-03,2023-06-04,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,180.0,24,N,2.0,1.0,5.0,4.0,4.0,
5880,2306040001,e_e002248,11,소피텔앰배서더,2023-06-04,2023-06-04,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,30.0,24,Y,11.0,1.0,5.0,4.0,4.0,
5906,2306050008,e_e002254,8,호텔 베르누이 서울,2023-06-05,2023-06-06,서울 구로구 경인로 229,서울 구로구 오류동 31-277,126.8459716,37.4974351,,,POI010000006I0QIS,CU 베르누이호텔점,390.0,24,Y,8.0,1.0,4.0,3.0,3.0,
5937,2306060014,e_e002260,14,라리아 호텔,2023-06-06,2023-06-07,경기 수원시 팔달구 매산로 17-7,경기 수원시 팔달구 매산로1가 43-8,127.0031568,37.267823,,,POI010000006N5AY2,라리아호텔,180.0,24,N,8.0,2.0,4.0,3.0,3.0,
6010,2306190002,e_e002304,3,까르르 키즈 풀빌라,2023-06-19,2023-06-20,경기 가평군 북면 카이저길 58-12,경기 가평군 북면 이곡리 449-8,127.5271805,37.8809111,,,POI02000TR001509V,까르르키즈풀빌라,570.0,24,N,7.0,3.0,4.0,4.0,4.0,
6020,2306030007,e_e002306,6,은행채,2023-06-03,2023-06-04,경기 양평군 서종면 소유곡길 22-1,경기 양평군 서종면 명달리 52-4,127.4497477,37.6183284,,,POI02001TR023703V,은향채,1170.0,24,N,2.0,6.0,4.0,4.0,4.0,
6025,2306050002,e_e002308,7,마루 호 텔 본관,2023-06-05,2023-06-06,경기 수원시 팔달구 고화로9번길 33,경기도 수원시 팔달구 매산로2가 7-3대,127.0062679,37.2696212,,,POI01000000DCDPH4,마루,150.0,24,N,2.0,1.0,4.0,3.0,4.0,4145010600.0
6067,2306050006,e_e002318,6,소피텔앰배서더,2023-06-05,2023-06-05,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,480.0,24,N,1.0,1.0,5.0,5.0,5.0,
6069,2306050011,e_e002318,8,소피텔앰배서더,2023-06-05,2023-06-06,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,1380.0,24,N,1.0,1.0,5.0,5.0,5.0,
6077,2306030004,e_e002323,4,호텔 달,2023-06-03,2023-06-03,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,60.0,24,N,7.0,2.0,3.0,4.0,3.0,
6081,2306030008,e_e002323,8,호텔 달,2023-06-03,2023-06-04,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,60.0,24,N,7.0,2.0,4.0,3.0,4.0,
6124,2306070005,e_e002351,5,네스트 호텔,2023-06-07,2023-06-07,,인천 중구 운서동 2877-1,126.4278541,37.4247584,,,POI01000TR004746V,네스트호텔,60.0,24,N,2.0,1.0,4.0,4.0,4.0,
6128,2306070009,e_e002351,9,네스트 호텔,2023-06-07,2023-06-08,,인천 중구 운서동 2877-1,126.4278541,37.4247584,,,POI01000TR004746V,네스트호텔,240.0,24,N,2.0,1.0,4.0,3.0,4.0,
6140,2306050006,e_e002364,7,해밀 호텔,2023-06-05,2023-06-05,경기 수원시 팔달구 정조로818번길 19,경기 수원시 팔달구 남수동 130-18,127.017822,37.2813148,,,POI01000000DOJMAC,해밀호텔,60.0,24,N,8.0,1.0,3.0,3.0,2.0,
6145,2306050011,e_e002364,11,해밀 호텔,2023-06-05,2023-06-06,경기 수원시 팔달구 정조로818번길 19,경기 수원시 팔달구 남수동 130-18,127.017822,37.2813148,,,POI01000000DOJMAC,해밀호텔,60.0,24,N,6.0,1.0,4.0,4.0,3.0,
6177,2306190016,e_e002376,16,k world 호텔,2023-06-19,2023-06-20,서울 종로구 수표로18길 28,서울 종로구 관수동 104-2,126.9912659,37.5692171,,,POI02000TR000802V,k world호텔,180.0,24,N,8.0,2.0,5.0,5.0,5.0,
6203,2306100004,e_e002392,3,호텔 팝 리즈 프리미어,2023-06-10,2023-06-10,서울 종로구 수표로22길 16,서울 종로구 낙원동 186,126.9901654,37.5711018,,,POI010000006GKB7K,호텔팝리즈프리미어,300.0,24,N,6.0,2.0,4.0,4.0,4.0,
6298,2306030007,e_e002415,7,다온 호텔,2023-06-03,2023-06-04,인천 연수구 대암로 11-1,인천 연수구 옥련동 552-2,126.6512,37.4173733,,,POI02000TR000163V,다온호텔,60.0,24,N,2.0,2.0,4.0,4.0,4.0,
6379,2306070006,e_e002462,6,얼레의 호텔,2023-06-07,2023-06-08,경기 용인시 기흥구 신정로 231,경기 용인시 기흥구 신갈동 536-23,127.0977194,37.2884886,,,POI010000006N2KQ1,얼레이호텔,240.0,24,N,8.0,1.0,4.0,4.0,4.0,
6391,2306030002,e_e002467,6,UH FLAT 더 송도,2023-06-03,2023-06-04,인천 연수구 아트센터대로168번길 100,인천 연수구 송도동 29-1,126.6292175,37.4058302,,,POI02000TR000903V,UH FLAT 더 송도,120.0,24,N,8.0,1.0,5.0,5.0,5.0,
6394,2306030005,e_e002467,4,UH FLAT 더 송도,2023-06-03,2023-06-03,인천 연수구 아트센터대로168번길 100,인천 연수구 송도동 29-1,126.6292175,37.4058302,,,POI02000TR000904V,UH FLAT 더 송도,150.0,24,N,8.0,1.0,5.0,5.0,5.0,
6413,2306140002,e_e002471,6,라라 키즈 풀빌라,2023-06-14,2023-06-15,경기 가평군 상면 임초밤안골로 162-13,경기 가평군 상면 임초리 170-4,127.3702673,37.7562408,,,POI02000TR000174V,라라키즈풀빌라,360.0,24,N,2.0,3.0,5.0,5.0,5.0,
6443,2306160002,e_e002479,2,호텔 더 디자이너스 서울역점,2023-06-16,2023-06-16,서울 용산구 한강대로 305,서울 용산구 갈월동 69-27,126.9715803,37.545543,,,POI01000TR018886V,호텔더디자이너스 서울역점,180.0,24,N,8.0,1.0,3.0,3.0,3.0,
6449,2306160008,e_e002479,8,호텔 더 디자이너스 서울역점,2023-06-16,2023-06-16,서울 용산구 한강대로 305,서울 용산구 갈월동 69-27,126.9715803,37.545543,,,POI01000TR018886V,호텔더디자이너스 서울역점,0.0,24,N,7.0,1.0,4.0,3.0,3.0,
6451,2306160010,e_e002479,10,호텔 더 디자이너스 서울역점,2023-06-16,2023-06-17,서울 용산구 한강대로 305,서울 용산구 갈월동 69-27,126.9715803,37.545543,,,POI01000TR018886V,호텔더디자이너스 서울역점,150.0,24,N,8.0,1.0,4.0,3.0,3.0,
6457,2306150003,e_e002481,3,퀸 타운호텔,2023-06-15,2023-06-15,경기 고양시 일산동구 정발산로 39,경기 고양시 일산동구 장항동 856-1,126.7730679,37.6573681,,,POI01000000DRJV0E,퀸타운호텔,30.0,24,N,6.0,2.0,4.0,4.0,4.0,
6460,2306150006,e_e002481,6,퀸 타운호텔,2023-06-15,2023-06-16,경기 고양시 일산동구 정발산로 39,경기 고양시 일산동구 장항동 856-1,126.7730679,37.6573681,,,POI01000000DRJV0E,퀸타운호텔,60.0,24,N,6.0,2.0,4.0,3.0,3.0,
6473,2306150010,e_e002483,10,벨라 스위트호텔,2023-06-15,2023-06-15,경기 수원시 팔달구 권광로180번길 18-15,경기 수원시 팔달구 인계동 1123-21,127.0336668,37.2626355,,,POI010000006N63DB,벨라스위트호텔,60.0,24,N,7.0,1.0,3.0,3.0,3.0,
6474,2306150011,e_e002483,12,벨라 스위트호텔,2023-06-15,2023-06-16,경기 수원시 팔달구 권광로180번길 18-15,경기 수원시 팔달구 인계동 1123-21,127.0336668,37.2626355,,,POI010000006N63DB,벨라스위트호텔,60.0,24,N,7.0,1.0,3.0,3.0,3.0,
6482,2306230003,e_e002491,3,더존 카라반 글램핑,2023-06-23,2023-06-23,경기 포천시 이동면 화동로2076번길 125,경기 포천시 이동면 장암리 148-2,127.380397,38.0327478,,,POI01000TR012002V,더존카라반&글램핑,60.0,24,N,2.0,5.0,5.0,5.0,5.0,
6484,2306230008,e_e002491,5,더존 카라반 글램핑,2023-06-23,2023-06-24,경기 포천시 이동면 화동로2076번길 125,,,,,,,,390.0,24,N,2.0,5.0,5.0,5.0,5.0,4119010800.0
6489,2307080002,e_e002495,5,클럽 블루,2023-07-08,2023-07-09,경기 가평군 청평면 고재길 260,경기 가평군 청평면 고성리 103-1,127.513824,37.7036276,,,POI01000000C83SBM,클럽블루리조트,330.0,24,N,8.0,3.0,3.0,4.0,4.0,
6498,2306100006,e_e002506,4,해여림 빌리지,2023-06-10,2023-06-11,경기 여주시 산북면 해여림로 78,경기 여주시 산북면 상품리 448,127.4383435,37.3917513,,,POI02001TR032732V,해여림빌리지,630.0,24,Y,4.0,5.0,4.0,3.0,3.0,
6508,2306110009,e_e002507,7,쉬자 파크 초가원,2023-06-11,2023-06-12,경기 양평군 양평읍 쉬자파크길 263,경기 양평군 양평읍 백안리 산 68-6,127.5327099,37.5147778,,,POI01000000B4VS20,양평쉬자파크초가원,480.0,24,N,1.0,9.0,5.0,5.0,5.0,
6571,2306100005,e_e002541,5,코트야드바이메리어트,2023-06-10,2023-06-10,경기 수원시 영통구 광교호수공원로 320,경기 수원시 영통구 하동 871-1,127.0574929,37.2846117,,,POI01000TR042173V,코트야드 바이 메리어트 수원,120.0,24,N,7.0,1.0,4.0,4.0,4.0,
6574,2306100008,e_e002541,8,코트야드바이메리어트,2023-06-10,2023-06-11,경기 수원시 영통구 광교호수공원로 320,경기 수원시 영통구 하동 871-1,127.0574929,37.2846117,,,POI01000TR042173V,코트야드 바이 메리어트 수원,210.0,24,N,7.0,1.0,4.0,4.0,4.0,
6585,2306170010,e_e002548,11,CF 모텔,2023-06-17,2023-06-18,서울 강남구 언주로85길 10,서울 강남구 역삼동 720-33,127.0422962,37.5012563,,,POI02000TR000192V,CF모텔,30.0,24,N,6.0,2.0,1.0,1.0,1.0,
6595,2306130002,e_e002550,2,노보텔 앰배서더 서울 용산,2023-06-13,2023-06-13,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,126.9632077,37.5317896,,,POI01000TR030313V,노보텔앰배서더 서울용산,120.0,24,N,1.0,1.0,5.0,5.0,5.0,
6598,2306130006,e_e002550,5,노보텔 앰배서더 서울 용산,2023-06-13,2023-06-14,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,126.9632077,37.5317896,,,POI01000TR030313V,노보텔앰배서더 서울용산,210.0,24,N,1.0,1.0,5.0,5.0,5.0,
6637,2306240006,e_e002557,7,la casa  (라-까사),2023-06-24,2023-06-25,,,,,,,,,90.0,24,N,6.0,1.0,3.0,3.0,3.0,1168010700.0
6708,2306250004,e_e002576,4,나인 트리 프리미어 호텔 서울 판교,2023-06-25,2023-06-25,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,127.0983333,37.4134031,,,POI01000000B6HVWL,고향카츠 판교테크노밸리점,120.0,24,N,1.0,1.0,1.0,5.0,5.0,
6710,2306250006,e_e002576,6,나인 트리 프리미어 호텔 서울 판교,2023-06-25,2023-06-25,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,127.0983333,37.4134031,,,POI01000000B6HVWL,고향카츠 판교테크노밸리점,180.0,24,N,11.0,1.0,5.0,5.0,5.0,
6712,2306250008,e_e002576,8,나인 트리 프리미어 호텔 서울 판교,2023-06-25,2023-06-26,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,127.0983333,37.4134031,,,POI01000000B6HVWL,고향카츠 판교테크노밸리점,120.0,24,N,2.0,1.0,5.0,5.0,5.0,
6739,2306180002,e_e002582,10,신라스테이,2023-06-18,2023-06-19,서울 종로구 삼봉로 71,,,,,,,,150.0,24,N,8.0,1.0,4.0,3.0,4.0,4159025924.0
6766,2306100002,e_e002584,6,블룸 비스타,2023-06-10,2023-06-11,경기 양평군 강하면 강남로 316,경기 양평군 강하면 전수리 1235,127.4219249,37.5003708,,,POI01000000BCENWG,현대블룸비스타,240.0,24,Y,4.0,1.0,5.0,5.0,5.0,
6769,2306100005,e_e002584,4,블룸 비스타,2023-06-10,2023-06-10,경기 양평군 강하면 강남로 316,경기 양평군 강하면 전수리 1235,127.4219249,37.5003708,,,POI01000000BCENWG,현대블룸비스타,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
6796,2306190005,e_e002597,4,한화리조트 용인 베잔송,2023-06-19,2023-06-20,경기 용인시 처인구 남사읍 봉무로153번길 79,경기 용인시 처인구 남사읍 봉무리 257-1,127.1441266,37.1316613,,,POI01000000AMGCVF,째깍섬 한화용인센터,510.0,24,N,6.0,4.0,4.0,3.0,4.0,
6847,2306170006,e_e002622,5,연인산리조트,2023-06-17,2023-06-18,경기 가평군 북면 가화로 1575-16,경기 가평군 북면 도대리 70-111,127.5023729,37.9030718,,,POI01000TR013880V,연인산리조트,390.0,24,N,7.0,3.0,5.0,5.0,5.0,
6853,2306300004,e_e002625,3,죠의아 독채 풀 빌라,2023-06-30,2023-07-01,경기 가평군 가평읍 잎너비길 17-192,경기 가평군 가평읍 읍내리 75-2,127.5131453,37.8549404,,,POI01000000DCF4UY,죠이아,540.0,24,N,8.0,3.0,4.0,4.0,4.0,
6868,2306250003,e_e002633,3,여유당,2023-06-25,2023-06-26,경기 여주시 강천면 원양1로 822,경기 여주시 강천면 도전리 655-1,127.7490152,37.3451935,,,POI02000TR001727V,여유당,510.0,24,Y,4.0,6.0,5.0,5.0,5.0,
6887,2306300008,e_e002638,8,보코 서울 강남,2023-06-30,2023-07-01,서울 강남구 도산대로 144,서울 강남구 논현동 6,127.0245452,37.5178272,,,POI01000TR041513V,보코서울강남,180.0,24,N,5.0,1.0,5.0,5.0,5.0,
6930,2306100003,e_e002677,5,켄싱턴리조트,2023-06-10,2023-06-11,서울 영등포구 국회대로76길 16,서울 영등포구 여의도동 13-3,126.9219276,37.5302612,,,POI01000TR010071V,켄싱턴호텔 여의도,120.0,24,N,8.0,1.0,4.0,4.0,5.0,
6944,2306240010,e_e002681,10,본 모텔,2023-06-24,2023-06-25,서울 구로구 경인로20나길 50,서울 구로구 오류동 47-27,126.8413701,37.4942521,,,POI010000006I0SFR,본모텔,60.0,24,N,8.0,2.0,2.0,2.0,2.0,
6970,2306100004,e_e002697,7,화원 하우스 HQ,2023-06-10,2023-06-11,연남로1길 31,,,,,,,,360.0,24,N,6.0,7.0,4.0,4.0,5.0,1144012400.0
7001,2306240003,e_e002728,3,호텔 카누,2023-06-24,2023-06-25,경기 이천시 신둔면 경충대로3041번길 12,경기 이천시 신둔면 수남리 81-3,127.4077315,37.2988842,,,POI010000006NOC0P,호텔 카누,90.0,24,N,11.0,1.0,5.0,4.0,5.0,
7033,2306170004,e_e002740,4,메이필드호텔,2023-06-17,2023-06-17,서울 강서구 방화대로 94,서울 강서구 외발산동 426,126.8190967,37.5471377,,,POI01000TR013152V,메이필드호텔 서울,120.0,24,N,7.0,1.0,5.0,4.0,5.0,
7037,2306170008,e_e002740,8,메이필드호텔,2023-06-17,2023-06-18,서울 강서구 방화대로 94,서울 강서구 외발산동 426,126.8190967,37.5471377,,,POI01000TR013152V,메이필드호텔 서울,90.0,24,Y,7.0,1.0,5.0,5.0,5.0,
7110,2306100008,e_e002753,7,에이스드라이브인무인텔,2023-06-10,2023-06-11,경기 포천시 소흘읍 광릉수목원로 724-6,경기 포천시 소흘읍 이곡리 37-1,127.1570566,37.7734784,,,POI01000000978QLV,에이스무인텔,300.0,24,N,7.0,2.0,5.0,5.0,5.0,
7116,2306290002,e_e002754,5,에스케이프 호텔,2023-06-29,2023-06-30,서울 중구 퇴계로 67,,,,,,,,210.0,24,N,2.0,1.0,5.0,5.0,5.0,1114012100.0
7158,2307010003,e_e002763,3,나인 트리 프리미어 로카우스 호텔 서울 용산,2023-07-01,2023-07-01,서울 용산구 한강대로23길 25,서울 용산구 한강로3가 40-1050,126.9643863,37.5274741,,,POI02000TR002415V,나인트리 프리미어 로카우스 호텔 서울 용산,1230.0,24,N,2.0,1.0,5.0,5.0,5.0,
7159,2307010006,e_e002763,4,나인 트리 프리미어 로카우스 호텔 서울 용산,2023-07-01,2023-07-02,서울 용산구 한강대로23길 25,서울 용산구 한강로3가 40-1050,126.9643863,37.5274741,,,POI02000TR002416V,나인트리 프리미어 로카우스 호텔 서울 용산,570.0,24,N,1.0,1.0,5.0,5.0,5.0,
7177,2307010002,e_e002770,8,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-01,2023-07-02,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,300.0,24,Y,1.0,1.0,5.0,5.0,5.0,
7178,2307010003,e_e002770,2,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-01,2023-07-01,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,30.0,24,Y,7.0,1.0,5.0,5.0,5.0,
7190,2307020007,e_e002770,14,코트야드 바이 메리어트 서울 타임스퀘어,2023-07-02,2023-07-02,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9043133,37.5171909,,,POI01000TR006120V,코트야드 바이메리어트 서울타임스퀘어,270.0,24,Y,7.0,1.0,4.0,4.0,4.0,
7204,2307080002,e_e002782,2,자일 랜드 글램핑,2023-07-08,2023-07-09,경기 포천시 영북면 호국로4350번길 154-187,경기 포천시 영북면 자일리 7-1,127.3096558,38.1056376,,,POI02001TR024772V,자일랜드글램핑,510.0,24,N,5.0,5.0,5.0,5.0,4.0,
7208,2306230003,e_e002784,3,고덕역 효성 해링턴 타워 더 퍼스트 오피스텔,2023-06-23,2023-06-23,서울 강동구 고덕로 262,서울 강동구 명일동 46-2,127.1546521,37.554729,,,POI02000TR002089V,고덕역효성해링턴타워더퍼스트오피스텔,60.0,24,N,2.0,11.0,4.0,3.0,4.0,
7213,2306230008,e_e002784,8,고덕역 효성 해링턴 타워 더 퍼스트 오피스텔,2023-06-23,2023-06-24,서울 강동구 고덕로 262,서울 강동구 명일동 46-2,127.1546521,37.554729,,,POI02000TR002091V,고덕역효성해링턴타워더퍼스트오피스텔,1410.0,24,N,2.0,11.0,4.0,3.0,3.0,
7238,2306100006,e_e002800,6,일성 남한강 콘도리조트,2023-06-10,2023-06-11,경기 여주시 신륵로 5,경기 여주시 천송동 563-6,127.6507895,37.3013256,,,POI01000000DRHAYP,일성남한강콘도미니엄,150.0,24,N,8.0,4.0,2.0,2.0,2.0,
7316,2306170003,e_e002935,3,킹덤 키즈 풀빌라,2023-06-17,2023-06-18,경기 가평군 설악면 미사리로 614-27,경기 가평군 설악면 미사리 320-1,127.5408867,37.7065122,,,POI01000TR009596V,킹덤키즈풀빌라,570.0,24,N,5.0,3.0,5.0,5.0,5.0,
7325,2306100006,e_e002937,6,스카이 썬 호텔,2023-06-10,2023-06-10,경기 이천시 중리천로 126,경기 이천시 중리동 465-5,127.4487314,37.2758217,,,POI01000TR042427V,스카이썬호텔,120.0,24,N,8.0,1.0,5.0,5.0,5.0,
7328,2306100009,e_e002937,9,스카이 썬 호텔,2023-06-10,2023-06-11,경기 이천시 중리천로 126,경기 이천시 중리동 465-5,127.4487314,37.2758217,,,POI01000TR042427V,스카이썬호텔,150.0,24,N,8.0,1.0,5.0,5.0,5.0,
7416,2307070002,e_e002976,8,신라스테이,2023-07-07,2023-07-08,서울 서대문구 충정로 76,서울 서대문구 미근동 333,126.9668042,37.5651871,,,POI010000006GIOYM,신라스테이 서대문,30.0,24,N,6.0,1.0,4.0,3.0,3.0,
